PID,TID,Category,procname,count,total_time_ns,avg_time_ns,max_time_ns
1133,1339,Unknown,elasticsearch[e,11,897846,81622.36363636363,324268
1133,1340,CPU and Process Management,elasticsearch[e,29,87088,3003.0344827586205,21676
1133,1340,I/O (File and Disk Operations),elasticsearch[e,496,12059073,24312.647177419356,1444810
1133,1340,Synchronization and Timing,elasticsearch[e,2897,1922941820909,663770045.1877805,7489804615
1133,1340,Unknown,elasticsearch[e,12,931617,77634.75,444742
1133,1342,CPU and Process Management,elasticsearch[e,6,18246,3041.0,4529
1133,1342,I/O (File and Disk Operations),elasticsearch[e,430,29810099472,69325812.7255814,1233960314
1133,1342,Synchronization and Timing,elasticsearch[e,1437,1886456836229,1312774416.3041058,13409942457
1133,1342,Unknown,elasticsearch[e,2,4499,2249.5,2684
1133,1345,CPU and Process Management,elasticsearch[e,14,45183,3227.3571428571427,6639
1133,1345,I/O (File and Disk Operations),elasticsearch[e,395,28790282312,72886790.66329114,1233488663
1133,1345,Synchronization and Timing,elasticsearch[e,1453,1888045098226,1299411629.88713,14789296900
1133,1345,Unknown,elasticsearch[e,2,115459,57729.5,110617
1133,1346,CPU and Process Management,elasticsearch[e,4,8543,2135.75,3289
1133,1346,I/O (File and Disk Operations),elasticsearch[e,464,40877862402,88098841.3836207,1440968004
1133,1346,Synchronization and Timing,elasticsearch[e,1405,1878101716649,1336727200.4619217,14202483500
1133,1346,Unknown,elasticsearch[e,1,5214,5214.0,5214
1133,1347,CPU and Process Management,elasticsearch[e,10,37444,3744.4,10859
1133,1347,I/O (File and Disk Operations),elasticsearch[e,484,44046308551,91004769.73347108,2638870635
1133,1347,Synchronization and Timing,elasticsearch[e,1424,1872883742754,1315227347.4396067,13715804923
1133,1348,CPU and Process Management,elasticsearch[e,86,210694,2449.9302325581393,5731
1133,1348,I/O (File and Disk Operations),elasticsearch[e,80042,12641217415,157932.30322830513,1487915936
1133,1348,Memory Management,elasticsearch[e,5114,1207534133,236123.21724677357,1100957189
1133,1348,Synchronization and Timing,elasticsearch[e,24204,1908940918759,78868819.97847463,3574277412
1133,1348,Unknown,elasticsearch[e,598,4362129599219,7294531102.37291,416274951747
1133,1349,CPU and Process Management,elasticsearch[e,67,187887,2804.283582089552,4569
1133,1349,I/O (File and Disk Operations),elasticsearch[e,87852,18919201310,215353.10875108137,1757559361
1133,1349,Memory Management,elasticsearch[e,5581,169305753,30336.096219315536,65492185
1133,1349,Synchronization and Timing,elasticsearch[e,25563,1904355113460,74496542.40347376,5791869613
1133,1349,Unknown,elasticsearch[e,695,1906424710486,2743057137.389928,298470426027
1133,1350,CPU and Process Management,elasticsearch[e,78,191357,2453.2948717948716,4652
1133,1350,I/O (File and Disk Operations),elasticsearch[e,94616,12788673526,135163.96302950874,1715503836
1133,1350,Memory Management,elasticsearch[e,6052,352904694,58312.077660277595,223014356
1133,1350,Synchronization and Timing,elasticsearch[e,25651,1910574726489,74483440.2748041,1875074805
1133,1350,Unknown,elasticsearch[e,625,1571936022480,2515097635.968,306912728719
1133,1351,CPU and Process Management,elasticsearch[e,54,141468,2619.777777777778,4445
1133,1351,I/O (File and Disk Operations),elasticsearch[e,89907,15984506174,177789.33980668912,1334324388
1133,1351,Memory Management,elasticsearch[e,5763,118978211,20645.186708311645,3153910
1133,1351,Synchronization and Timing,elasticsearch[e,25912,1905452265910,73535515.04746835,5395501136
1133,1351,Unknown,elasticsearch[e,742,693594677764,934763716.6630728,298901402774
1133,1352,CPU and Process Management,elasticsearch[e,69,180914,2621.942028985507,8388
1133,1352,I/O (File and Disk Operations),elasticsearch[e,71670,14184640311,197916.0082461281,1960657595
1133,1352,Memory Management,elasticsearch[e,4600,1537918297,334330.0645652174,1441820344
1133,1352,Synchronization and Timing,elasticsearch[e,22929,1905446086020,83102014.30590083,4609865747
1133,1352,Unknown,elasticsearch[e,635,1110175900896,1748308505.3480315,374528839394
1133,1353,CPU and Process Management,elasticsearch[e,7,22879,3268.4285714285716,4440
1133,1353,I/O (File and Disk Operations),elasticsearch[e,397,29831292759,75141795.3627204,2627324326
1133,1353,Synchronization and Timing,elasticsearch[e,1454,1883866145500,1295643841.471802,14474933764
1133,1353,Unknown,elasticsearch[e,1,1600,1600.0,1600
1133,1354,CPU and Process Management,elasticsearch[e,8,17489,2186.125,3593
1133,1354,I/O (File and Disk Operations),elasticsearch[e,439,31446314108,71631695.00683372,1350893627
1133,1354,Synchronization and Timing,elasticsearch[e,1471,1892210992791,1286343298.9741673,15858495893
1133,1355,CPU and Process Management,elasticsearch[e,4,13750,3437.5,5782
1133,1355,I/O (File and Disk Operations),elasticsearch[e,455,36774457664,80822983.87692308,1617531420
1133,1355,Synchronization and Timing,elasticsearch[e,1493,1879303763260,1258743310.957803,13629384082
1133,1356,CPU and Process Management,elasticsearch[e,7,17194,2456.285714285714,3669
1133,1356,I/O (File and Disk Operations),elasticsearch[e,5910,41685088961,7053314.54500846,2431469341
1133,1356,Synchronization and Timing,elasticsearch[e,1390,1877825175790,1350953363.877698,12530681218
1133,1356,Unknown,elasticsearch[e,97,1170438,12066.37113402062,439622
1133,1357,CPU and Process Management,elasticsearch[e,8,14345,1793.125,4058
1133,1357,I/O (File and Disk Operations),elasticsearch[e,6995,33502283643,4789461.564403145,2218572639
1133,1357,Synchronization and Timing,elasticsearch[e,1318,1880988270878,1427153468.0409713,12509767354
1133,1357,Unknown,elasticsearch[e,104,1216688,11698.923076923076,243697
1133,1358,CPU and Process Management,elasticsearch[e,9,27256,3028.4444444444443,4284
1133,1358,I/O (File and Disk Operations),elasticsearch[e,470,36681265919,78045246.63617021,1483055914
1133,1358,Synchronization and Timing,elasticsearch[e,1472,1886133813160,1281340905.6793478,16140427797
1133,1358,Unknown,elasticsearch[e,1,4275,4275.0,4275
1133,1365,I/O (File and Disk Operations),elasticsearch[e,1,6713,6713.0,6713
1133,1365,Synchronization and Timing,elasticsearch[e,1,1360,1360.0,1360
1133,1369,CPU and Process Management,elasticsearch[e,175,323936,1851.0628571428572,5405
1133,1369,I/O (File and Disk Operations),elasticsearch[e,7877,129035992392,16381362.497397486,1767352711
1133,1369,Memory Management,elasticsearch[e,256,5010224,19571.1875,286573
1133,1369,Synchronization and Timing,elasticsearch[e,4269,1786607594771,418507283.8535957,12353554648
1133,1369,Unknown,elasticsearch[e,117,2183705593777,18664150374.16239,1064168648869
1133,1370,CPU and Process Management,elasticsearch[e,106,252914,2385.9811320754716,7045
1133,1370,I/O (File and Disk Operations),elasticsearch[e,6175,116145901386,18809052.85603239,1844278407
1133,1370,Memory Management,elasticsearch[e,143,4256508,29765.79020979021,176801
1133,1370,Synchronization and Timing,elasticsearch[e,3793,1806728801798,476332402.26680726,13133314111
1133,1370,Unknown,elasticsearch[e,142,717094413056,5049960655.323944,717086970293
1133,1371,CPU and Process Management,elasticsearch[e,165,318914,1932.8121212121212,27357
1133,1371,I/O (File and Disk Operations),elasticsearch[e,7018,132311751972,18853199.198062126,1984574956
1133,1371,Memory Management,elasticsearch[e,176,5922238,33649.079545454544,410608
1133,1371,Synchronization and Timing,elasticsearch[e,3968,1782905340370,449320902.3109879,12035832796
1133,1371,Unknown,elasticsearch[e,135,6530618,48374.94814814815,990057
1133,1372,CPU and Process Management,elasticsearch[e,109,240255,2204.1743119266057,5110
1133,1372,I/O (File and Disk Operations),elasticsearch[e,6159,127063730807,20630578.146939438,1625295984
1133,1372,Memory Management,elasticsearch[e,137,5689081,41526.13868613139,353063
1133,1372,Synchronization and Timing,elasticsearch[e,3789,1794918126513,473718164.8226445,12103935561
1133,1372,Unknown,elasticsearch[e,101,2107685,20868.168316831685,587888
1133,1373,CPU and Process Management,elasticsearch[e,186,402899,2166.1236559139784,5344
1133,1373,I/O (File and Disk Operations),elasticsearch[e,8150,128842375483,15808880.427361963,1851160104
1133,1373,Memory Management,elasticsearch[e,230,7011911,30486.569565217393,379636
1133,1373,Synchronization and Timing,elasticsearch[e,4023,1788720121322,444623445.5187671,13266926563
1133,1373,Unknown,elasticsearch[e,133,4609518,34658.03007518797,639780
1133,1374,CPU and Process Management,elasticsearch[e,105,232829,2217.4190476190474,5094
1133,1374,I/O (File and Disk Operations),elasticsearch[e,29236,193172552438,6607352.320358463,1745644980
1133,1374,Memory Management,elasticsearch[e,1187,22723360,19143.52148272957,771091
1133,1374,Synchronization and Timing,elasticsearch[e,2599,1656665432828,637424175.770681,84661254678
1133,1374,Unknown,elasticsearch[e,84,8448066322994,100572218130.88095,371826820717
1133,1375,I/O (File and Disk Operations),elasticsearch[e,2,9189,4594.5,6321
1133,1375,Synchronization and Timing,elasticsearch[e,1,1045,1045.0,1045
1133,1376,CPU and Process Management,elasticsearch[e,131,206022,1572.6870229007634,4605
1133,1376,I/O (File and Disk Operations),elasticsearch[e,29023,197764033746,6814045.196774972,1944071473
1133,1376,Memory Management,elasticsearch[e,1139,21001049,18438.146619841966,245615
1133,1376,Synchronization and Timing,elasticsearch[e,2824,1608287974513,569507073.1278329,83375924708
1133,1376,Unknown,elasticsearch[e,75,2926626627923,39021688372.30666,222728881087
1133,1380,Synchronization and Timing,elasticsearch[e,2,11176,5588.0,6887
1133,1390,CPU and Process Management,elasticsearch[e,94,396200,4214.893617021276,185246
1133,1390,I/O (File and Disk Operations),elasticsearch[e,26876,193509882009,7200099.791970531,1776623214
1133,1390,Memory Management,elasticsearch[e,1073,19110028,17809.90493942218,532338
1133,1390,Synchronization and Timing,elasticsearch[e,2210,1626018643712,735755042.4036199,82515647575
1133,1390,Unknown,elasticsearch[e,60,2376679285985,39611321433.083336,171459819069
1133,1394,CPU and Process Management,elasticsearch[e,2,7406,3703.0,6751
1133,1394,Synchronization and Timing,elasticsearch[e,267,1878923173263,7037165442.932584,54446673572
1133,1395,CPU and Process Management,elasticsearch[e,11,9397,854.2727272727273,1173
1133,1395,Synchronization and Timing,elasticsearch[e,323,1878924569109,5817103929.130031,54446355498
1133,1395,Unknown,elasticsearch[e,2,2912,1456.0,1737
1133,1398,Synchronization and Timing,elasticsearch[e,301,1878924294394,6242273403.302325,50653551581
1133,1399,Synchronization and Timing,elasticsearch[e,296,1899636868455,6417692123.158784,47934488485
1133,1400,Synchronization and Timing,elasticsearch[e,280,1882299236525,6722497273.303572,47933733040
1133,1401,CPU and Process Management,elasticsearch[e,1,486,486.0,486
1133,1401,I/O (File and Disk Operations),elasticsearch[e,1,66484,66484.0,66484
1133,1401,Synchronization and Timing,elasticsearch[e,267,1882304002037,7049827722.985019,54114116909
1133,1402,Synchronization and Timing,elasticsearch[e,299,1897615193417,6346539108.41806,47935024883
1133,1403,Synchronization and Timing,elasticsearch[e,273,1879801119310,6885718385.750916,54446235263
1133,1404,I/O (File and Disk Operations),elasticsearch[e,1,17507,17507.0,17507
1133,1404,Synchronization and Timing,elasticsearch[e,294,1900331520705,6463712655.459184,47934548445
1133,1410,Synchronization and Timing,elasticsearch[e,297,1878923431003,6326341518.52862,62963213712
1133,1411,Synchronization and Timing,elasticsearch[e,266,1879805797459,7066939088.19173,62963348248
1133,1414,Synchronization and Timing,elasticsearch[e,277,1900896489423,6862442200.083033,47934864020
1133,1415,Synchronization and Timing,elasticsearch[e,308,1896258150774,6156682307.707792,62963201842
1133,1420,Synchronization and Timing,elasticsearch[e,280,1878923505641,6710441091.575,54110576473
1133,1421,Synchronization and Timing,elasticsearch[e,305,1882867845347,6173337197.859016,53916602516
1133,1603,Synchronization and Timing,elasticsearch[e,266,1878922434118,7063618173.37594,53916946699
1133,1604,CPU and Process Management,elasticsearch[e,2,1773,886.5,1059
1133,1604,Synchronization and Timing,elasticsearch[e,270,1897615246224,7028204615.644444,52740360445
1133,2230,I/O (File and Disk Operations),elasticsearch[e,84,2654604293,31602432.05952381,1124483431
1133,2230,Synchronization and Timing,elasticsearch[e,861,1919930761018,2229884739.8583045,8884082961
1133,2231,CPU and Process Management,elasticsearch[e,3,11026,3675.3333333333335,4503
1133,2231,I/O (File and Disk Operations),elasticsearch[e,88,223210600,2536484.090909091,184292324
1133,2231,Synchronization and Timing,elasticsearch[e,852,1915866507415,2248669609.642019,7666048455
1133,2324,Synchronization and Timing,elasticsearch[e,312,1879803284959,6025010528.714744,50653782516
1133,2325,CPU and Process Management,elasticsearch[e,2,1475,737.5,871
1133,2325,Synchronization and Timing,elasticsearch[e,314,1879802312372,5986631568.063694,54446669125
1133,2328,CPU and Process Management,elasticsearch[e,5,20089,4017.8,6003
1133,2328,I/O (File and Disk Operations),elasticsearch[e,69,2249521,32601.753623188404,81928
1133,2328,Synchronization and Timing,elasticsearch[e,856,1914984419876,2237131331.6308413,8072715461
1133,2374,CPU and Process Management,elasticsearch[e,3,6019,2006.3333333333333,4540
1133,2374,I/O (File and Disk Operations),elasticsearch[e,66,2321765,35178.257575757576,79031
1133,2374,Synchronization and Timing,elasticsearch[e,848,1921741891400,2266205060.6132073,8001137149
1133,2374,Unknown,elasticsearch[e,1,1237,1237.0,1237
1133,2375,CPU and Process Management,elasticsearch[e,1,3298,3298.0,3298
1133,2375,I/O (File and Disk Operations),elasticsearch[e,72,2497342,34685.305555555555,94714
1133,2375,Synchronization and Timing,elasticsearch[e,840,1922744289039,2288981296.475,8896711531
1133,2376,CPU and Process Management,elasticsearch[e,2,7416,3708.0,4024
1133,2376,I/O (File and Disk Operations),elasticsearch[e,72,2370166,32918.97222222222,71516
1133,2376,Synchronization and Timing,elasticsearch[e,835,1923452285233,2303535670.9377246,7873381122
1133,2376,Unknown,elasticsearch[e,1,3325,3325.0,3325
1133,2377,CPU and Process Management,elasticsearch[e,1,4175,4175.0,4175
1133,2377,I/O (File and Disk Operations),elasticsearch[e,97,3750721,38667.22680412371,81610
1133,2377,Synchronization and Timing,elasticsearch[e,849,1919723416199,2261158322.96702,8203948677
1133,2378,I/O (File and Disk Operations),elasticsearch[e,80,2678750,33484.375,83237
1133,2378,Synchronization and Timing,elasticsearch[e,850,1916554027079,2254769443.622353,8332795574
1133,2379,I/O (File and Disk Operations),elasticsearch[e,71,332270817,4679870.661971831,329670368
1133,2379,Synchronization and Timing,elasticsearch[e,840,1921541525511,2287549435.132143,7955509841
1133,2383,I/O (File and Disk Operations),elasticsearch[e,87,124550798,1431618.367816092,121304478
1133,2383,Synchronization and Timing,elasticsearch[e,845,1917308237205,2269003831.011834,8361372972
1133,2493,CPU and Process Management,elasticsearch[e,1,4951,4951.0,4951
1133,2493,I/O (File and Disk Operations),elasticsearch[e,99,622289885,6285756.414141414,423879393
1133,2493,Synchronization and Timing,elasticsearch[e,846,1921956646509,2271816367.0319147,8168929984
1133,2530,CPU and Process Management,elasticsearch[e,4,9485,2371.25,4766
1133,2530,I/O (File and Disk Operations),elasticsearch[e,83,3014838,36323.34939759036,72223
1133,2530,Synchronization and Timing,elasticsearch[e,854,1919168463230,2247269863.2669787,8771423582
1133,2530,Unknown,elasticsearch[e,1,3871,3871.0,3871
1133,2570,CPU and Process Management,elasticsearch[e,1,2494,2494.0,2494
1133,2570,I/O (File and Disk Operations),elasticsearch[e,72,515718712,7162759.888888889,512830586
1133,2570,Synchronization and Timing,elasticsearch[e,839,1923695940592,2292843790.932062,8883476879
1133,2570,Unknown,elasticsearch[e,1,2950,2950.0,2950
1133,2603,CPU and Process Management,elasticsearch[e,2,8526,4263.0,5430
1133,2603,I/O (File and Disk Operations),elasticsearch[e,72,2583206,35877.86111111111,79037
1133,2603,Synchronization and Timing,elasticsearch[e,833,1920080186259,2305018230.803121,8073926490
1133,2628,I/O (File and Disk Operations),elasticsearch[e,78,115576602,1481751.3076923077,112664852
1133,2628,Synchronization and Timing,elasticsearch[e,841,1918458483871,2281163476.659929,8009840197
1133,2712,I/O (File and Disk Operations),elasticsearch[e,122,913781126,7490009.229508197,379946847
1133,2712,Synchronization and Timing,elasticsearch[e,832,1920792136332,2308644394.6298075,8608759789
1133,2712,Unknown,elasticsearch[e,1,77959,77959.0,77959
1133,8679,CPU and Process Management,elasticsearch[e,2,4471,2235.5,2654
1133,8679,I/O (File and Disk Operations),elasticsearch[e,75,2924722,38996.293333333335,168187
1133,8679,Synchronization and Timing,elasticsearch[e,856,1918626229607,2241385782.2511683,8602205053
1133,8679,Unknown,elasticsearch[e,1,4153,4153.0,4153
1133,8689,CPU and Process Management,elasticsearch[e,2,6219,3109.5,3797
1133,8689,I/O (File and Disk Operations),elasticsearch[e,90,127406247,1415624.9666666666,123501872
1133,8689,Synchronization and Timing,elasticsearch[e,849,1917820488503,2258916947.588928,9068933957
1133,19916,CPU and Process Management,elasticsearch[e,2,8104,4052.0,4536
1133,19916,I/O (File and Disk Operations),elasticsearch[e,95,487111166,5127485.957894737,283742173
1133,19916,Synchronization and Timing,elasticsearch[e,850,1920043594946,2258874817.5835295,9064128769
1133,20507,I/O (File and Disk Operations),elasticsearch[e,87,168874402,1941085.08045977,165774146
1133,20507,Synchronization and Timing,elasticsearch[e,848,1914350264075,2257488518.956368,8006035846
1133,20665,CPU and Process Management,elasticsearch[e,3,168782,56260.666666666664,166240
1133,20665,I/O (File and Disk Operations),elasticsearch[e,86,3194759,37148.36046511628,104429
1133,20665,Synchronization and Timing,elasticsearch[e,840,1917728056891,2283009591.536905,8455014767
1133,20688,CPU and Process Management,elasticsearch[e,62,149731,2415.016129032258,4792
1133,20688,I/O (File and Disk Operations),elasticsearch[e,25291,185137911697,7320308.081807758,1474289080
1133,20688,Memory Management,elasticsearch[e,943,18889825,20031.62778366914,200511
1133,20688,Synchronization and Timing,elasticsearch[e,2020,1704112778529,843620187.390594,83085898543
1133,20688,Unknown,elasticsearch[e,70,7081170787610,101159582680.14285,167382002288
1133,20874,CPU and Process Management,elasticsearch[e,2,12121,6060.5,8779
1133,20874,I/O (File and Disk Operations),elasticsearch[e,372,2019601,5429.034946236559,106423
1133,20874,Memory Management,elasticsearch[e,31,302379,9754.161290322581,46549
1133,20874,Synchronization and Timing,elasticsearch[e,44,3642406,82781.95454545454,735909
1133,20874,Unknown,elasticsearch[e,10,34594,3459.4,13457
1133,20875,CPU and Process Management,elasticsearch[e,2,11815,5907.5,8302
1133,20875,Memory Management,elasticsearch[e,4,168347,42086.75,66922
1133,20875,Synchronization and Timing,elasticsearch[e,7,60002427034,8571775290.571428,60002028261
1133,20875,Unknown,elasticsearch[e,11,45442,4131.090909090909,12816
1133,20876,CPU and Process Management,elasticsearch[e,2,10481,5240.5,7458
1133,20876,I/O (File and Disk Operations),elasticsearch[e,372,3209589,8627.927419354839,121095
1133,20876,Memory Management,elasticsearch[e,31,730644,23569.16129032258,49830
1133,20876,Synchronization and Timing,elasticsearch[e,44,8900827,202291.52272727274,706550
1133,20876,Unknown,elasticsearch[e,10,33127,3312.7,11344
1133,20877,CPU and Process Management,elasticsearch[e,2,6241,3120.5,4432
1133,20877,I/O (File and Disk Operations),elasticsearch[e,376,1133465,3014.534574468085,52885
1133,20877,Memory Management,elasticsearch[e,31,216275,6976.612903225807,46095
1133,20877,Synchronization and Timing,elasticsearch[e,43,1791558,41664.13953488372,318762
1133,20877,Unknown,elasticsearch[e,10,18173,1817.3,6989
1133,20878,CPU and Process Management,elasticsearch[e,2,9161,4580.5,6451
1133,20878,I/O (File and Disk Operations),elasticsearch[e,373,1229220,3295.4959785522788,107732
1133,20878,Memory Management,elasticsearch[e,31,187235,6039.8387096774195,35928
1133,20878,Synchronization and Timing,elasticsearch[e,43,1769456,41150.13953488372,348687
1133,20878,Unknown,elasticsearch[e,10,26075,2607.5,10444
1133,20879,CPU and Process Management,elasticsearch[e,2,4370,2185.0,3035
1133,20879,I/O (File and Disk Operations),elasticsearch[e,375,86705436,231214.496,84529113
1133,20879,Memory Management,elasticsearch[e,31,421023,13581.387096774193,36350
1133,20879,Synchronization and Timing,elasticsearch[e,44,3643809,82813.84090909091,701234
1133,20879,Unknown,elasticsearch[e,10,13334,1333.4,3380
1133,20880,CPU and Process Management,elasticsearch[e,2,3204,1602.0,2211
1133,20880,I/O (File and Disk Operations),elasticsearch[e,373,3030111,8123.6219839142095,69365
1133,20880,Memory Management,elasticsearch[e,31,1028341,33172.290322580644,159112
1133,20880,Synchronization and Timing,elasticsearch[e,44,10698234,243141.68181818182,1123297
1133,20880,Unknown,elasticsearch[e,10,12171,1217.1,3546
1133,20881,CPU and Process Management,elasticsearch[e,3,6320,2106.6666666666665,3274
1133,20881,I/O (File and Disk Operations),elasticsearch[e,372,2950047,7930.2338709677415,77218
1133,20881,Memory Management,elasticsearch[e,31,1331969,42966.74193548387,537119
1133,20881,Synchronization and Timing,elasticsearch[e,47,9631414,204923.70212765958,2617479
1133,20881,Unknown,elasticsearch[e,10,10490,1049.0,3279
1133,20882,CPU and Process Management,elasticsearch[e,4,5878,1469.5,3032
1133,20882,I/O (File and Disk Operations),elasticsearch[e,312,1082136,3468.3846153846152,34044
1133,20882,Memory Management,elasticsearch[e,25,383292,15331.68,103995
1133,20882,Synchronization and Timing,elasticsearch[e,37,190156925,5139376.3513513515,187996515
1133,20882,Unknown,elasticsearch[e,11,17867,1624.2727272727273,4347
1133,20883,CPU and Process Management,elasticsearch[e,3,11996,3998.6666666666665,6678
1133,20883,I/O (File and Disk Operations),elasticsearch[e,373,2299773,6165.611260053619,69872
1133,20883,Memory Management,elasticsearch[e,31,500096,16132.129032258064,60559
1133,20883,Synchronization and Timing,elasticsearch[e,47,1774257,37750.14893617021,398076
1133,20883,Unknown,elasticsearch[e,11,28720,2610.909090909091,8536
1133,20884,CPU and Process Management,elasticsearch[e,3,8467,2822.3333333333335,4772
1133,20884,I/O (File and Disk Operations),elasticsearch[e,373,1460799,3916.3512064343163,164965
1133,20884,Memory Management,elasticsearch[e,34,387639,11401.14705882353,72585
1133,20884,Synchronization and Timing,elasticsearch[e,43,3227516,75058.51162790698,1057102
1133,20884,Unknown,elasticsearch[e,11,18134,1648.5454545454545,5620
1133,20888,CPU and Process Management,elasticsearch[e,2,10445,5222.5,7670
1133,20888,I/O (File and Disk Operations),elasticsearch[e,372,2162267,5812.545698924731,398644
1133,20888,Memory Management,elasticsearch[e,31,356330,11494.516129032258,46178
1133,20888,Synchronization and Timing,elasticsearch[e,44,4212607,95741.06818181818,959820
1133,20888,Unknown,elasticsearch[e,10,21266,2126.6,6762
1133,20889,CPU and Process Management,elasticsearch[e,2,12364,6182.0,9013
1133,20889,I/O (File and Disk Operations),elasticsearch[e,373,2468780,6618.713136729222,124696
1133,20889,Memory Management,elasticsearch[e,31,577494,18628.83870967742,84711
1133,20889,Synchronization and Timing,elasticsearch[e,45,3553731,78971.8,811280
1133,20889,Unknown,elasticsearch[e,10,34677,3467.7,14455
1133,20890,CPU and Process Management,elasticsearch[e,4,20766,5191.5,9029
1133,20890,I/O (File and Disk Operations),elasticsearch[e,375,2341615,6244.306666666666,107265
1133,20890,Memory Management,elasticsearch[e,31,916602,29567.8064516129,265546
1133,20890,Synchronization and Timing,elasticsearch[e,45,5038088,111957.51111111112,444971
1133,20890,Unknown,elasticsearch[e,10,34629,3462.9,12375
1133,20891,CPU and Process Management,elasticsearch[e,3,11003,3667.6666666666665,5971
1133,20891,I/O (File and Disk Operations),elasticsearch[e,373,3248120,8708.096514745308,80865
1133,20891,Memory Management,elasticsearch[e,31,662632,21375.225806451614,75085
1133,20891,Synchronization and Timing,elasticsearch[e,44,8071003,183431.88636363635,769060
1133,20891,Unknown,elasticsearch[e,10,26410,2641.0,6960
1133,20892,CPU and Process Management,elasticsearch[e,17,42236,2484.470588235294,8757
1133,20892,I/O (File and Disk Operations),elasticsearch[e,373,2955037,7922.351206434317,122182
1133,20892,Memory Management,elasticsearch[e,31,447225,14426.612903225807,71162
1133,20892,Synchronization and Timing,elasticsearch[e,75,4506013,60080.17333333333,576511
1133,20892,Unknown,elasticsearch[e,14,53884,3848.8571428571427,13529
1133,20893,CPU and Process Management,elasticsearch[e,2,8771,4385.5,6534
1133,20893,I/O (File and Disk Operations),elasticsearch[e,372,2716195,7301.5994623655915,72234
1133,20893,Memory Management,elasticsearch[e,31,536195,17296.612903225807,70886
1133,20893,Synchronization and Timing,elasticsearch[e,43,6451435,150033.37209302327,761322
1133,20893,Unknown,elasticsearch[e,10,25395,2539.5,9408
1133,20894,CPU and Process Management,elasticsearch[e,2,11456,5728.0,8130
1133,20894,Memory Management,elasticsearch[e,4,229196,57299.0,109808
1133,20894,Synchronization and Timing,elasticsearch[e,14,60001857026,4285846930.428571,60000455624
1133,20894,Unknown,elasticsearch[e,15,56038,3735.866666666667,10439
1133,20895,CPU and Process Management,elasticsearch[e,2,10656,5328.0,7196
1133,20895,I/O (File and Disk Operations),elasticsearch[e,372,3809982,10241.887096774193,184245
1133,20895,Memory Management,elasticsearch[e,31,785367,25334.41935483871,50242
1133,20895,Synchronization and Timing,elasticsearch[e,43,9437208,219469.9534883721,1011270
1133,20895,Unknown,elasticsearch[e,10,33033,3303.3,9332
1133,20896,CPU and Process Management,elasticsearch[e,2,5558,2779.0,3872
1133,20896,I/O (File and Disk Operations),elasticsearch[e,376,3080450,8192.686170212766,146655
1133,20896,Memory Management,elasticsearch[e,31,860149,27746.74193548387,118314
1133,20896,Synchronization and Timing,elasticsearch[e,45,50274504,1117211.2,42275769
1133,20896,Unknown,elasticsearch[e,10,19833,1983.3,5057
1133,20897,CPU and Process Management,elasticsearch[e,2,5085,2542.5,3566
1133,20897,I/O (File and Disk Operations),elasticsearch[e,373,1402923,3761.1876675603216,66610
1133,20897,Memory Management,elasticsearch[e,31,415034,13388.193548387097,33880
1133,20897,Synchronization and Timing,elasticsearch[e,46,2942299,63963.02173913043,292522
1133,20897,Unknown,elasticsearch[e,10,12882,1288.2,4146
1133,20898,CPU and Process Management,elasticsearch[e,6,13265,2210.8333333333335,4136
1133,20898,I/O (File and Disk Operations),elasticsearch[e,312,999009,3201.951923076923,63358
1133,20898,Memory Management,elasticsearch[e,25,225397,9015.88,78378
1133,20898,Synchronization and Timing,elasticsearch[e,36,56931841,1581440.0277777778,55574501
1133,20898,Unknown,elasticsearch[e,10,22065,2206.5,6764
1133,20899,CPU and Process Management,elasticsearch[e,3,19029,6343.0,9364
1133,20899,I/O (File and Disk Operations),elasticsearch[e,466,2735543,5870.2639484978545,149163
1133,20899,Memory Management,elasticsearch[e,35,586396,16754.17142857143,94473
1133,20899,Synchronization and Timing,elasticsearch[e,52,4254721,81821.55769230769,772979
1133,20899,Unknown,elasticsearch[e,10,37333,3733.3,15120
1133,20900,CPU and Process Management,elasticsearch[e,2,5137,2568.5,3421
1133,20900,I/O (File and Disk Operations),elasticsearch[e,370,2342577,6331.2891891891895,63581
1133,20900,Memory Management,elasticsearch[e,31,436409,14077.709677419354,81972
1133,20900,Synchronization and Timing,elasticsearch[e,44,6544558,148739.95454545456,821732
1133,20900,Unknown,elasticsearch[e,10,18154,1815.4,4442
1133,20901,CPU and Process Management,elasticsearch[e,2,9872,4936.0,7013
1133,20901,I/O (File and Disk Operations),elasticsearch[e,372,4331053,11642.61559139785,667594
1133,20901,Memory Management,elasticsearch[e,31,614359,19818.032258064515,66233
1133,20901,Synchronization and Timing,elasticsearch[e,46,5317404,115595.73913043478,787805
1133,20901,Unknown,elasticsearch[e,10,32119,3211.9,11064
1133,20902,CPU and Process Management,elasticsearch[e,3,12887,4295.666666666667,7461
1133,20902,I/O (File and Disk Operations),elasticsearch[e,372,1810873,4867.938172043011,74317
1133,20902,Memory Management,elasticsearch[e,31,355651,11472.612903225807,60499
1133,20902,Synchronization and Timing,elasticsearch[e,44,3846019,87409.52272727272,508294
1133,20902,Unknown,elasticsearch[e,10,27062,2706.2,9492
1133,20903,CPU and Process Management,elasticsearch[e,2,11423,5711.5,8083
1133,20903,I/O (File and Disk Operations),elasticsearch[e,373,2733747,7329.080428954424,320846
1133,20903,Memory Management,elasticsearch[e,31,480614,15503.677419354839,82098
